TIMESPAN,PLATFORM,DIRECTION,SYMBOL,AMOUNT,AMOUNT_USD
2022-07-03 01:02:00.000,wormhole,outbound,USDCET,752676.911897,754257.51791805
2022-07-03 00:00:00.000,wormhole,outbound,USDCET,1721209.775031,1724824.28012728
2022-07-03 00:41:00.000,wormhole,outbound,USDCET,659119.727254,660503.865113184
2022-07-02 22:44:00.000,wormhole,outbound,USDCET,997429.372578,999201.517168098
2022-07-02 22:55:00.000,wormhole,outbound,USDCET,2367302.979352,2371508.99461816
﻿
