EVENT,BLOCK_TIMESTAMP,TX_ID,SENDER,ROUTE,SYMBOL,AMOUNT,AMOUNT_USD
Transfered,2022-07-02 20:07:08.000,5zZC8ZrANAaCfPvUeBGFY7q46CFYakbTWhbUqht8VwZD2FsfPecqDuwsqbmkx3iX7uqhqYtyRoeYPtdBtBJY6NpH,Esmx2QjmDZMjJ15yBJ2nhqisjEt7Gqro4jSkofdoVsvY,outbound,PAI,0,0
Transfered,2022-07-02 22:32:42.000,4rPDRpJqzi23BWaHsh37AzJwAFqejxKngLgvom7rvizZkkfJeCNixUkob1mHyX3M4TGFA1K84UJNLahFzTPVHHpe,Esmx2QjmDZMjJ15yBJ2nhqisjEt7Gqro4jSkofdoVsvY,inbound,PAI,1137.33,1135.52
Transfered,2022-07-02 22:25:26.000,pit8jmLpxF2bsHTfeQngUM7sR6cvbwXynYnCUHUjybiKaLPKPcRbCFQeoK2pdtquvybSaqpvk4jHJ7GuAb9xn5u,Esmx2QjmDZMjJ15yBJ2nhqisjEt7Gqro4jSkofdoVsvY,outbound,PAI,842520,841175.77
Transfered,2022-07-02 22:26:18.000,3tS9uYJK4fxRYc7YCs6m99erXUtfMEPJ8jhycpq62DJsB166hAiMDmNWLiWunFVCw6MpnuimfDY7LJ9dBj3zNhx,Esmx2QjmDZMjJ15yBJ2nhqisjEt7Gqro4jSkofdoVsvY,inbound,PAI,842520,841175.77
Transfered,2022-07-02 22:32:42.000,4rPDRpJqzi23BWaHsh37AzJwAFqejxKngLgvom7rvizZkkfJeCNixUkob1mHyX3M4TGFA1K84UJNLahFzTPVHHpe,Esmx2QjmDZMjJ15yBJ2nhqisjEt7Gqro4jSkofdoVsvY,inbound,PAI,840000,838659.79
Transfered,2022-07-02 22:28:10.000,5DN5WUXpiNCAUm2jD6UZ1QWruPKFR3jw5jdNXSoB8jFjZ12HQMd8zNinTYkXy9fo57vjemHKMnrxTJwLMDEvruxr,Esmx2QjmDZMjJ15yBJ2nhqisjEt7Gqro4jSkofdoVsvY,inbound,PAI,842520,841175.77
Transfered,2022-07-02 22:32:42.000,4rPDRpJqzi23BWaHsh37AzJwAFqejxKngLgvom7rvizZkkfJeCNixUkob1mHyX3M4TGFA1K84UJNLahFzTPVHHpe,Esmx2QjmDZMjJ15yBJ2nhqisjEt7Gqro4jSkofdoVsvY,outbound,PAI,842520,841175.77
Transfered,2022-07-02 20:08:52.000,2mGpZ6c3sjC38csNqspsy3WpJFrA3xe8jR944CFPm86XGac7pinYLyhEJ9wbhMk8Ke8jM3DCok1J3oxpWZVwN1Qe,Esmx2QjmDZMjJ15yBJ2nhqisjEt7Gqro4jSkofdoVsvY,outbound,PAI,840001,838660.8
Transfered,2022-07-02 22:29:01.000,4Vp4vBqbJXz5UHwdwXbV4GzD93uZBKwykRLi3ezfX1g9Rph2PTZpCGE9EsN4Lhjsr2fiqRJwEj2L1jBDVfbyKC2s,Esmx2QjmDZMjJ15yBJ2nhqisjEt7Gqro4jSkofdoVsvY,inbound,PAI,842520,841175.77
Transfered,2022-07-02 18:58:29.000,LmMzd5e9B47VokcRVqxmbUroLNYXqZie4GiNKR5PC3ScLWj1DiXhAe6ijkpXG5T2TpVbYEys8zWPkN3Jcec7g5e,Esmx2QjmDZMjJ15yBJ2nhqisjEt7Gqro4jSkofdoVsvY,outbound,PAI,0,0
Transfered,2022-07-02 22:26:18.000,3tS9uYJK4fxRYc7YCs6m99erXUtfMEPJ8jhycpq62DJsB166hAiMDmNWLiWunFVCw6MpnuimfDY7LJ9dBj3zNhx,Esmx2QjmDZMjJ15yBJ2nhqisjEt7Gqro4jSkofdoVsvY,inbound,PAI,1137.33,1135.52
Transfered,2022-07-02 22:30:21.000,TRfTVawVybCDnN3QruRP8pDjAFbzuLhupauTDXGTST1Ef2XLGxyqcPY5oVqGbPg2u9nBiFNh4tEPhfrZicyCKPq,Esmx2QjmDZMjJ15yBJ2nhqisjEt7Gqro4jSkofdoVsvY,outbound,PAI,842520,841175.77
Transfered,2022-07-02 19:00:11.000,4pvD6obuu6NhRtb4srBHyQr6PmYXTPvGVVp1L7JVGcQgHpJc8hCTo6McrGha91JbyDnHixxURdpuNj3k9xGYWNsb,Esmx2QjmDZMjJ15yBJ2nhqisjEt7Gqro4jSkofdoVsvY,outbound,PAI,0,0
Transfered,2022-07-02 20:08:52.000,2mGpZ6c3sjC38csNqspsy3WpJFrA3xe8jR944CFPm86XGac7pinYLyhEJ9wbhMk8Ke8jM3DCok1J3oxpWZVwN1Qe,Esmx2QjmDZMjJ15yBJ2nhqisjEt7Gqro4jSkofdoVsvY,inbound,PAI,840001,838660.8
Transfered,2022-07-02 22:31:09.000,2YD1imPBkUpq8pgQTHufBpBQX1q4QxjpWAHhf9i9fzstbidm7boS2S9rBKz7UEQgJ5gKJwZnkQFfTVSEdAgAkX4z,Esmx2QjmDZMjJ15yBJ2nhqisjEt7Gqro4jSkofdoVsvY,inbound,PAI,1137.33,1135.52
Transfered,2022-07-02 22:37:24.000,56Xs3yxWGcwW3drBsGNxfzeM8AuaQWNMyEbiuW1mRRsCxfAVdEkETu33DwoeVsumZWaezoKhU8NZWHEqFXNBcUGV,Esmx2QjmDZMjJ15yBJ2nhqisjEt7Gqro4jSkofdoVsvY,inbound,PAI,842520,841175.77
Transfered,2022-07-02 22:37:24.000,56Xs3yxWGcwW3drBsGNxfzeM8AuaQWNMyEbiuW1mRRsCxfAVdEkETu33DwoeVsumZWaezoKhU8NZWHEqFXNBcUGV,Esmx2QjmDZMjJ15yBJ2nhqisjEt7Gqro4jSkofdoVsvY,inbound,PAI,842520,841175.77
Transfered,2022-07-02 22:32:42.000,4rPDRpJqzi23BWaHsh37AzJwAFqejxKngLgvom7rvizZkkfJeCNixUkob1mHyX3M4TGFA1K84UJNLahFzTPVHHpe,Esmx2QjmDZMjJ15yBJ2nhqisjEt7Gqro4jSkofdoVsvY,outbound,PAI,842520,841175.77
Transfered,2022-07-02 22:31:09.000,2YD1imPBkUpq8pgQTHufBpBQX1q4QxjpWAHhf9i9fzstbidm7boS2S9rBKz7UEQgJ5gKJwZnkQFfTVSEdAgAkX4z,Esmx2QjmDZMjJ15yBJ2nhqisjEt7Gqro4jSkofdoVsvY,inbound,PAI,842520,841175.77
Transfered,2022-07-02 22:37:24.000,56Xs3yxWGcwW3drBsGNxfzeM8AuaQWNMyEbiuW1mRRsCxfAVdEkETu33DwoeVsumZWaezoKhU8NZWHEqFXNBcUGV,Esmx2QjmDZMjJ15yBJ2nhqisjEt7Gqro4jSkofdoVsvY,inbound,PAI,1137.33,1135.52
Transfered,2022-07-02 22:30:21.000,TRfTVawVybCDnN3QruRP8pDjAFbzuLhupauTDXGTST1Ef2XLGxyqcPY5oVqGbPg2u9nBiFNh4tEPhfrZicyCKPq,Esmx2QjmDZMjJ15yBJ2nhqisjEt7Gqro4jSkofdoVsvY,inbound,PAI,842520,841175.77
Transfered,2022-07-02 22:30:21.000,TRfTVawVybCDnN3QruRP8pDjAFbzuLhupauTDXGTST1Ef2XLGxyqcPY5oVqGbPg2u9nBiFNh4tEPhfrZicyCKPq,Esmx2QjmDZMjJ15yBJ2nhqisjEt7Gqro4jSkofdoVsvY,inbound,PAI,1137.33,1135.52
Transfered,2022-07-02 22:36:15.000,4fcpLnm9VRH6Ethhj4HzxXh1U9psC7hRFt3heE6XDe34m4RmKJP1KDbEigQyTCi8MxnaQdF2VX96k7FPcsgNLtAk,Esmx2QjmDZMjJ15yBJ2nhqisjEt7Gqro4jSkofdoVsvY,inbound,PAI,1137.33,1135.52
Transfered,2022-07-02 22:25:26.000,pit8jmLpxF2bsHTfeQngUM7sR6cvbwXynYnCUHUjybiKaLPKPcRbCFQeoK2pdtquvybSaqpvk4jHJ7GuAb9xn5u,Esmx2QjmDZMjJ15yBJ2nhqisjEt7Gqro4jSkofdoVsvY,inbound,PAI,840000,838659.79
Transfered,2022-07-02 22:29:01.000,4Vp4vBqbJXz5UHwdwXbV4GzD93uZBKwykRLi3ezfX1g9Rph2PTZpCGE9EsN4Lhjsr2fiqRJwEj2L1jBDVfbyKC2s,Esmx2QjmDZMjJ15yBJ2nhqisjEt7Gqro4jSkofdoVsvY,outbound,PAI,842520,841175.77
Transfered,2022-07-02 20:08:52.000,2mGpZ6c3sjC38csNqspsy3WpJFrA3xe8jR944CFPm86XGac7pinYLyhEJ9wbhMk8Ke8jM3DCok1J3oxpWZVwN1Qe,Esmx2QjmDZMjJ15yBJ2nhqisjEt7Gqro4jSkofdoVsvY,inbound,PAI,840000,838659.79
Transfered,2022-07-02 22:28:10.000,5DN5WUXpiNCAUm2jD6UZ1QWruPKFR3jw5jdNXSoB8jFjZ12HQMd8zNinTYkXy9fo57vjemHKMnrxTJwLMDEvruxr,Esmx2QjmDZMjJ15yBJ2nhqisjEt7Gqro4jSkofdoVsvY,inbound,PAI,840000,838659.79
Transfered,2022-07-02 22:28:10.000,5DN5WUXpiNCAUm2jD6UZ1QWruPKFR3jw5jdNXSoB8jFjZ12HQMd8zNinTYkXy9fo57vjemHKMnrxTJwLMDEvruxr,Esmx2QjmDZMjJ15yBJ2nhqisjEt7Gqro4jSkofdoVsvY,outbound,PAI,842520,841175.77
Transfered,2022-07-02 18:56:44.000,DPKiDApQydKpaLouTgXa4BmV1WgZsGzEThP5e1iNw9v4pmLpQN3TcDtg2rtsri5BxzDhoDnWoHkxRUTV7hYVzUN,Esmx2QjmDZMjJ15yBJ2nhqisjEt7Gqro4jSkofdoVsvY,outbound,PAI,0,0
Transfered,2022-07-02 22:29:01.000,4Vp4vBqbJXz5UHwdwXbV4GzD93uZBKwykRLi3ezfX1g9Rph2PTZpCGE9EsN4Lhjsr2fiqRJwEj2L1jBDVfbyKC2s,Esmx2QjmDZMjJ15yBJ2nhqisjEt7Gqro4jSkofdoVsvY,outbound,PAI,842520,841175.77
Transfered,2022-07-02 18:58:21.000,4yGefLgtzu11dnBdFcoF29CdDqkH63s4YCUiWyJXMghun2CLRpnxeSF8b85fsusTCqRb5HH7Xr9STuQ6hxwsxY7Q,Esmx2QjmDZMjJ15yBJ2nhqisjEt7Gqro4jSkofdoVsvY,outbound,PAI,0,0
Transfered,2022-07-02 22:27:18.000,38engihTn3tCM5XdtRE6nG7QfyCJPu77HwZzFtK8KRwU8JjDxyVWgEFro6LgF2o4E6B7AZK5z6Vkrkq6wNkfBDwH,Esmx2QjmDZMjJ15yBJ2nhqisjEt7Gqro4jSkofdoVsvY,outbound,PAI,842520,841175.77
Transfered,2022-07-02 22:25:26.000,pit8jmLpxF2bsHTfeQngUM7sR6cvbwXynYnCUHUjybiKaLPKPcRbCFQeoK2pdtquvybSaqpvk4jHJ7GuAb9xn5u,Esmx2QjmDZMjJ15yBJ2nhqisjEt7Gqro4jSkofdoVsvY,outbound,PAI,842520,841175.77
Transfered,2022-07-02 22:31:09.000,2YD1imPBkUpq8pgQTHufBpBQX1q4QxjpWAHhf9i9fzstbidm7boS2S9rBKz7UEQgJ5gKJwZnkQFfTVSEdAgAkX4z,Esmx2QjmDZMjJ15yBJ2nhqisjEt7Gqro4jSkofdoVsvY,outbound,PAI,842520,841175.77
Transfered,2022-07-02 22:34:09.000,5ecGgfCKpd4YiVP6YCvGQZGo536iZia4qqzNoBBDNAq66UpChQapzMdDgb1jdmZ4qVGttA1iGKs5mwe6Z5dgFxrS,Esmx2QjmDZMjJ15yBJ2nhqisjEt7Gqro4jSkofdoVsvY,inbound,PAI,842520,841175.77
Transfered,2022-07-02 22:37:24.000,56Xs3yxWGcwW3drBsGNxfzeM8AuaQWNMyEbiuW1mRRsCxfAVdEkETu33DwoeVsumZWaezoKhU8NZWHEqFXNBcUGV,Esmx2QjmDZMjJ15yBJ2nhqisjEt7Gqro4jSkofdoVsvY,outbound,PAI,842520,841175.77
Transfered,2022-07-02 22:27:18.000,38engihTn3tCM5XdtRE6nG7QfyCJPu77HwZzFtK8KRwU8JjDxyVWgEFro6LgF2o4E6B7AZK5z6Vkrkq6wNkfBDwH,Esmx2QjmDZMjJ15yBJ2nhqisjEt7Gqro4jSkofdoVsvY,inbound,PAI,842520,841175.77
Transfered,2022-07-02 22:31:09.000,2YD1imPBkUpq8pgQTHufBpBQX1q4QxjpWAHhf9i9fzstbidm7boS2S9rBKz7UEQgJ5gKJwZnkQFfTVSEdAgAkX4z,Esmx2QjmDZMjJ15yBJ2nhqisjEt7Gqro4jSkofdoVsvY,outbound,PAI,842520,841175.77
Transfered,2022-07-02 22:34:09.000,5ecGgfCKpd4YiVP6YCvGQZGo536iZia4qqzNoBBDNAq66UpChQapzMdDgb1jdmZ4qVGttA1iGKs5mwe6Z5dgFxrS,Esmx2QjmDZMjJ15yBJ2nhqisjEt7Gqro4jSkofdoVsvY,inbound,PAI,1137.33,1135.52
Transfered,2022-07-02 22:31:09.000,2YD1imPBkUpq8pgQTHufBpBQX1q4QxjpWAHhf9i9fzstbidm7boS2S9rBKz7UEQgJ5gKJwZnkQFfTVSEdAgAkX4z,Esmx2QjmDZMjJ15yBJ2nhqisjEt7Gqro4jSkofdoVsvY,outbound,PAI,842520,841175.77
Transfered,2022-07-02 20:08:52.000,2mGpZ6c3sjC38csNqspsy3WpJFrA3xe8jR944CFPm86XGac7pinYLyhEJ9wbhMk8Ke8jM3DCok1J3oxpWZVwN1Qe,Esmx2QjmDZMjJ15yBJ2nhqisjEt7Gqro4jSkofdoVsvY,outbound,PAI,842520,841175.77
Transfered,2022-07-02 22:37:24.000,56Xs3yxWGcwW3drBsGNxfzeM8AuaQWNMyEbiuW1mRRsCxfAVdEkETu33DwoeVsumZWaezoKhU8NZWHEqFXNBcUGV,Esmx2QjmDZMjJ15yBJ2nhqisjEt7Gqro4jSkofdoVsvY,outbound,PAI,842520,841175.77
Transfered,2022-07-02 22:32:42.000,4rPDRpJqzi23BWaHsh37AzJwAFqejxKngLgvom7rvizZkkfJeCNixUkob1mHyX3M4TGFA1K84UJNLahFzTPVHHpe,Esmx2QjmDZMjJ15yBJ2nhqisjEt7Gqro4jSkofdoVsvY,inbound,PAI,1137.33,1135.52
Transfered,2022-07-02 22:29:01.000,4Vp4vBqbJXz5UHwdwXbV4GzD93uZBKwykRLi3ezfX1g9Rph2PTZpCGE9EsN4Lhjsr2fiqRJwEj2L1jBDVfbyKC2s,Esmx2QjmDZMjJ15yBJ2nhqisjEt7Gqro4jSkofdoVsvY,inbound,PAI,1137.33,1135.52
Transfered,2022-07-02 18:56:06.000,2Vz6Fe5Af9HkVUCyds9JNLqEuFdEyNe7UCmhCbBcSExsUo3Ak9BQecrzptaDNHRgfZiUQLAw9Drh3mZPBPHPKEeV,Esmx2QjmDZMjJ15yBJ2nhqisjEt7Gqro4jSkofdoVsvY,outbound,PAI,0,0
Transfered,2022-07-02 22:29:01.000,4Vp4vBqbJXz5UHwdwXbV4GzD93uZBKwykRLi3ezfX1g9Rph2PTZpCGE9EsN4Lhjsr2fiqRJwEj2L1jBDVfbyKC2s,Esmx2QjmDZMjJ15yBJ2nhqisjEt7Gqro4jSkofdoVsvY,inbound,PAI,842520,841175.77
Transfered,2022-07-02 22:34:09.000,5ecGgfCKpd4YiVP6YCvGQZGo536iZia4qqzNoBBDNAq66UpChQapzMdDgb1jdmZ4qVGttA1iGKs5mwe6Z5dgFxrS,Esmx2QjmDZMjJ15yBJ2nhqisjEt7Gqro4jSkofdoVsvY,inbound,PAI,1137.33,1135.52
Transfered,2022-07-02 18:58:14.000,3CdmJhUCXSw3QC5oSzPQeedGX9zALWo658LvvLNCBChYSGkbeG7gZRTFsU3DsX5UtGayLkTaqqThrVVPquZRXY7W,Esmx2QjmDZMjJ15yBJ2nhqisjEt7Gqro4jSkofdoVsvY,outbound,PAI,0,0
Transfered,2022-07-02 22:25:26.000,pit8jmLpxF2bsHTfeQngUM7sR6cvbwXynYnCUHUjybiKaLPKPcRbCFQeoK2pdtquvybSaqpvk4jHJ7GuAb9xn5u,Esmx2QjmDZMjJ15yBJ2nhqisjEt7Gqro4jSkofdoVsvY,inbound,PAI,1137.33,1135.52
Transfered,2022-07-02 22:29:01.000,4Vp4vBqbJXz5UHwdwXbV4GzD93uZBKwykRLi3ezfX1g9Rph2PTZpCGE9EsN4Lhjsr2fiqRJwEj2L1jBDVfbyKC2s,Esmx2QjmDZMjJ15yBJ2nhqisjEt7Gqro4jSkofdoVsvY,inbound,PAI,840000,838659.79
Transfered,2022-07-02 22:27:18.000,38engihTn3tCM5XdtRE6nG7QfyCJPu77HwZzFtK8KRwU8JjDxyVWgEFro6LgF2o4E6B7AZK5z6Vkrkq6wNkfBDwH,Esmx2QjmDZMjJ15yBJ2nhqisjEt7Gqro4jSkofdoVsvY,inbound,PAI,840000,838659.79
Transfered,2022-07-02 22:30:21.000,TRfTVawVybCDnN3QruRP8pDjAFbzuLhupauTDXGTST1Ef2XLGxyqcPY5oVqGbPg2u9nBiFNh4tEPhfrZicyCKPq,Esmx2QjmDZMjJ15yBJ2nhqisjEt7Gqro4jSkofdoVsvY,inbound,PAI,1137.33,1135.52
Transfered,2022-07-02 22:32:42.000,4rPDRpJqzi23BWaHsh37AzJwAFqejxKngLgvom7rvizZkkfJeCNixUkob1mHyX3M4TGFA1K84UJNLahFzTPVHHpe,Esmx2QjmDZMjJ15yBJ2nhqisjEt7Gqro4jSkofdoVsvY,inbound,PAI,842520,841175.77
Transfered,2022-07-02 22:31:09.000,2YD1imPBkUpq8pgQTHufBpBQX1q4QxjpWAHhf9i9fzstbidm7boS2S9rBKz7UEQgJ5gKJwZnkQFfTVSEdAgAkX4z,Esmx2QjmDZMjJ15yBJ2nhqisjEt7Gqro4jSkofdoVsvY,outbound,PAI,842520,841175.77
Transfered,2022-07-02 22:36:15.000,4fcpLnm9VRH6Ethhj4HzxXh1U9psC7hRFt3heE6XDe34m4RmKJP1KDbEigQyTCi8MxnaQdF2VX96k7FPcsgNLtAk,Esmx2QjmDZMjJ15yBJ2nhqisjEt7Gqro4jSkofdoVsvY,inbound,PAI,1137.33,1135.52
Transfered,2022-07-02 18:58:35.000,JJrztokfykN4pJZiJYYJBRwNUTMq1sRrGH6CdQxTwVDERVmHAsrP3t8KVKv3FQcugNeKFVJy5bkisnQKRfTBG9p,Esmx2QjmDZMjJ15yBJ2nhqisjEt7Gqro4jSkofdoVsvY,outbound,PAI,0,0
Transfered,2022-07-02 22:36:15.000,4fcpLnm9VRH6Ethhj4HzxXh1U9psC7hRFt3heE6XDe34m4RmKJP1KDbEigQyTCi8MxnaQdF2VX96k7FPcsgNLtAk,Esmx2QjmDZMjJ15yBJ2nhqisjEt7Gqro4jSkofdoVsvY,inbound,PAI,504,503.2
Transfered,2022-07-02 22:36:15.000,4fcpLnm9VRH6Ethhj4HzxXh1U9psC7hRFt3heE6XDe34m4RmKJP1KDbEigQyTCi8MxnaQdF2VX96k7FPcsgNLtAk,Esmx2QjmDZMjJ15yBJ2nhqisjEt7Gqro4jSkofdoVsvY,inbound,PAI,842520,841175.77
Transfered,2022-07-02 22:34:09.000,5ecGgfCKpd4YiVP6YCvGQZGo536iZia4qqzNoBBDNAq66UpChQapzMdDgb1jdmZ4qVGttA1iGKs5mwe6Z5dgFxrS,Esmx2QjmDZMjJ15yBJ2nhqisjEt7Gqro4jSkofdoVsvY,inbound,PAI,840000,838659.79
Transfered,2022-07-02 22:32:42.000,4rPDRpJqzi23BWaHsh37AzJwAFqejxKngLgvom7rvizZkkfJeCNixUkob1mHyX3M4TGFA1K84UJNLahFzTPVHHpe,Esmx2QjmDZMjJ15yBJ2nhqisjEt7Gqro4jSkofdoVsvY,outbound,PAI,842520,841175.77
Transfered,2022-07-02 22:30:21.000,TRfTVawVybCDnN3QruRP8pDjAFbzuLhupauTDXGTST1Ef2XLGxyqcPY5oVqGbPg2u9nBiFNh4tEPhfrZicyCKPq,Esmx2QjmDZMjJ15yBJ2nhqisjEt7Gqro4jSkofdoVsvY,inbound,PAI,504,503.2
Transfered,2022-07-02 22:37:24.000,56Xs3yxWGcwW3drBsGNxfzeM8AuaQWNMyEbiuW1mRRsCxfAVdEkETu33DwoeVsumZWaezoKhU8NZWHEqFXNBcUGV,Esmx2QjmDZMjJ15yBJ2nhqisjEt7Gqro4jSkofdoVsvY,inbound,PAI,1137.33,1135.52
Transfered,2022-07-02 22:32:42.000,4rPDRpJqzi23BWaHsh37AzJwAFqejxKngLgvom7rvizZkkfJeCNixUkob1mHyX3M4TGFA1K84UJNLahFzTPVHHpe,Esmx2QjmDZMjJ15yBJ2nhqisjEt7Gqro4jSkofdoVsvY,outbound,PAI,842520,841175.77
Transfered,2022-07-02 22:30:21.000,TRfTVawVybCDnN3QruRP8pDjAFbzuLhupauTDXGTST1Ef2XLGxyqcPY5oVqGbPg2u9nBiFNh4tEPhfrZicyCKPq,Esmx2QjmDZMjJ15yBJ2nhqisjEt7Gqro4jSkofdoVsvY,outbound,PAI,842520,841175.77
Transfered,2022-07-02 20:08:52.000,2mGpZ6c3sjC38csNqspsy3WpJFrA3xe8jR944CFPm86XGac7pinYLyhEJ9wbhMk8Ke8jM3DCok1J3oxpWZVwN1Qe,Esmx2QjmDZMjJ15yBJ2nhqisjEt7Gqro4jSkofdoVsvY,outbound,PAI,840001,838660.8
Transfered,2022-07-02 22:25:26.000,pit8jmLpxF2bsHTfeQngUM7sR6cvbwXynYnCUHUjybiKaLPKPcRbCFQeoK2pdtquvybSaqpvk4jHJ7GuAb9xn5u,Esmx2QjmDZMjJ15yBJ2nhqisjEt7Gqro4jSkofdoVsvY,outbound,PAI,842520,841175.77
Transfered,2022-07-02 22:32:42.000,4rPDRpJqzi23BWaHsh37AzJwAFqejxKngLgvom7rvizZkkfJeCNixUkob1mHyX3M4TGFA1K84UJNLahFzTPVHHpe,Esmx2QjmDZMjJ15yBJ2nhqisjEt7Gqro4jSkofdoVsvY,inbound,PAI,842520,841175.77
Transfered,2022-07-02 22:31:09.000,2YD1imPBkUpq8pgQTHufBpBQX1q4QxjpWAHhf9i9fzstbidm7boS2S9rBKz7UEQgJ5gKJwZnkQFfTVSEdAgAkX4z,Esmx2QjmDZMjJ15yBJ2nhqisjEt7Gqro4jSkofdoVsvY,outbound,PAI,842520,841175.77
Transfered,2022-07-02 22:29:01.000,4Vp4vBqbJXz5UHwdwXbV4GzD93uZBKwykRLi3ezfX1g9Rph2PTZpCGE9EsN4Lhjsr2fiqRJwEj2L1jBDVfbyKC2s,Esmx2QjmDZMjJ15yBJ2nhqisjEt7Gqro4jSkofdoVsvY,inbound,PAI,1137.33,1135.52
Transfered,2022-07-02 22:30:21.000,TRfTVawVybCDnN3QruRP8pDjAFbzuLhupauTDXGTST1Ef2XLGxyqcPY5oVqGbPg2u9nBiFNh4tEPhfrZicyCKPq,Esmx2QjmDZMjJ15yBJ2nhqisjEt7Gqro4jSkofdoVsvY,inbound,PAI,840000,838659.79
Transfered,2022-07-02 22:30:21.000,TRfTVawVybCDnN3QruRP8pDjAFbzuLhupauTDXGTST1Ef2XLGxyqcPY5oVqGbPg2u9nBiFNh4tEPhfrZicyCKPq,Esmx2QjmDZMjJ15yBJ2nhqisjEt7Gqro4jSkofdoVsvY,inbound,PAI,842520,841175.77
Transfered,2022-07-02 18:58:18.000,2FpnZA1NKDJwzBWC1nuJsJsSjYM21qn8qr3sZ1jKM8ePeZXhQtHW1woAp4GScCpjHYuurVMRn5nbAtzrHAka2D14,Esmx2QjmDZMjJ15yBJ2nhqisjEt7Gqro4jSkofdoVsvY,outbound,PAI,0,0
Transfered,2022-07-02 22:36:15.000,4fcpLnm9VRH6Ethhj4HzxXh1U9psC7hRFt3heE6XDe34m4RmKJP1KDbEigQyTCi8MxnaQdF2VX96k7FPcsgNLtAk,Esmx2QjmDZMjJ15yBJ2nhqisjEt7Gqro4jSkofdoVsvY,inbound,PAI,1137.33,1135.52
Transfered,2022-07-02 22:34:09.000,5ecGgfCKpd4YiVP6YCvGQZGo536iZia4qqzNoBBDNAq66UpChQapzMdDgb1jdmZ4qVGttA1iGKs5mwe6Z5dgFxrS,Esmx2QjmDZMjJ15yBJ2nhqisjEt7Gqro4jSkofdoVsvY,inbound,PAI,1137.33,1135.52
Transfered,2022-07-02 22:28:10.000,5DN5WUXpiNCAUm2jD6UZ1QWruPKFR3jw5jdNXSoB8jFjZ12HQMd8zNinTYkXy9fo57vjemHKMnrxTJwLMDEvruxr,Esmx2QjmDZMjJ15yBJ2nhqisjEt7Gqro4jSkofdoVsvY,inbound,PAI,842520,841175.77
Transfered,2022-07-02 22:31:09.000,2YD1imPBkUpq8pgQTHufBpBQX1q4QxjpWAHhf9i9fzstbidm7boS2S9rBKz7UEQgJ5gKJwZnkQFfTVSEdAgAkX4z,Esmx2QjmDZMjJ15yBJ2nhqisjEt7Gqro4jSkofdoVsvY,inbound,PAI,1137.33,1135.52
Transfered,2022-07-02 22:36:15.000,4fcpLnm9VRH6Ethhj4HzxXh1U9psC7hRFt3heE6XDe34m4RmKJP1KDbEigQyTCi8MxnaQdF2VX96k7FPcsgNLtAk,Esmx2QjmDZMjJ15yBJ2nhqisjEt7Gqro4jSkofdoVsvY,inbound,PAI,842520,841175.77
Transfered,2022-07-02 00:23:59.000,4QH3iVGHyddYHMDqVj1p73kNgAeU17JyrNgGbvV2Faq4LJ6skL7a9aCYZYqEXSYhP2DmosVjGyGKMm15T9JstCfc,Esmx2QjmDZMjJ15yBJ2nhqisjEt7Gqro4jSkofdoVsvY,inbound,PAI,1,1
Transfered,2022-07-02 22:25:26.000,pit8jmLpxF2bsHTfeQngUM7sR6cvbwXynYnCUHUjybiKaLPKPcRbCFQeoK2pdtquvybSaqpvk4jHJ7GuAb9xn5u,Esmx2QjmDZMjJ15yBJ2nhqisjEt7Gqro4jSkofdoVsvY,inbound,PAI,504,503.2
Transfered,2022-07-02 22:31:09.000,2YD1imPBkUpq8pgQTHufBpBQX1q4QxjpWAHhf9i9fzstbidm7boS2S9rBKz7UEQgJ5gKJwZnkQFfTVSEdAgAkX4z,Esmx2QjmDZMjJ15yBJ2nhqisjEt7Gqro4jSkofdoVsvY,inbound,PAI,504,503.2
Transfered,2022-07-02 22:29:01.000,4Vp4vBqbJXz5UHwdwXbV4GzD93uZBKwykRLi3ezfX1g9Rph2PTZpCGE9EsN4Lhjsr2fiqRJwEj2L1jBDVfbyKC2s,Esmx2QjmDZMjJ15yBJ2nhqisjEt7Gqro4jSkofdoVsvY,inbound,PAI,842520,841175.77
Transfered,2022-07-02 22:28:10.000,5DN5WUXpiNCAUm2jD6UZ1QWruPKFR3jw5jdNXSoB8jFjZ12HQMd8zNinTYkXy9fo57vjemHKMnrxTJwLMDEvruxr,Esmx2QjmDZMjJ15yBJ2nhqisjEt7Gqro4jSkofdoVsvY,inbound,PAI,842520,841175.77
Transfered,2022-07-02 22:30:21.000,TRfTVawVybCDnN3QruRP8pDjAFbzuLhupauTDXGTST1Ef2XLGxyqcPY5oVqGbPg2u9nBiFNh4tEPhfrZicyCKPq,Esmx2QjmDZMjJ15yBJ2nhqisjEt7Gqro4jSkofdoVsvY,inbound,PAI,842520,841175.77
Transfered,2022-07-02 22:30:21.000,TRfTVawVybCDnN3QruRP8pDjAFbzuLhupauTDXGTST1Ef2XLGxyqcPY5oVqGbPg2u9nBiFNh4tEPhfrZicyCKPq,Esmx2QjmDZMjJ15yBJ2nhqisjEt7Gqro4jSkofdoVsvY,outbound,PAI,842520,841175.77
Transfered,2022-07-02 22:28:10.000,5DN5WUXpiNCAUm2jD6UZ1QWruPKFR3jw5jdNXSoB8jFjZ12HQMd8zNinTYkXy9fo57vjemHKMnrxTJwLMDEvruxr,Esmx2QjmDZMjJ15yBJ2nhqisjEt7Gqro4jSkofdoVsvY,inbound,PAI,842520,841175.77
