EVENT,BLOCK_TIMESTAMP,TX_ID,SENDER,ROUTE,SYMBOL,TOKEN_ADDRESS,AMOUNT,AMOUNT_USD
Transfered,2022-03-23 09:11:09.000,2L9aZgXbXUxtsUvfidKQ1m6HLamX5viAsgXKEFPU61rTQTf5MXfc4v3EbeCYU7jnXvzrFhNjFmJZhwAZ5Z5SgXxw,6D7fgzpPZXtDB6Zqg3xRwfbohzerbytB2U5pFchnVuzw,outbound,USDC,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,3463.66,3463.57
Transfered,2022-03-23 11:07:40.000,36uBhHRVVUDBE9HDSK5B4zhJpY8rqLzjCxMu9Lpws1YfS2x5aQKMxoKQsQ8jK9dW87YWcqHQzrqoVtLrufiaWyBe,6D7fgzpPZXtDB6Zqg3xRwfbohzerbytB2U5pFchnVuzw,outbound,USDC,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,115.76,115.76
Transfered,2022-03-23 10:49:44.000,vG6h75QX3aEVtVsG1MzEv5MmSMEw2Ce2T8kPfDGwuLtt6wkoyxedaMSxG4GVwZxaL9i4M1RZYGJmHHSY41j78nE,6D7fgzpPZXtDB6Zqg3xRwfbohzerbytB2U5pFchnVuzw,outbound,USDC,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,183.27,183.27
Transfered,2022-03-23 10:42:09.000,2wvRzC8R2FiwfqZ1R7igm7wkiphTTQPBZSBsU8uymKgjpF42WPDRPnY3xmxvY31bPKTfC9coBdZhgnKbn5MW49Cb,6D7fgzpPZXtDB6Zqg3xRwfbohzerbytB2U5pFchnVuzw,outbound,USDC,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,419.52,419.5
Transfered,2022-03-23 10:19:22.000,3wgxrADaFEXEZCpwdvBrdqhMeEYkRYaZg95wioYQzjBswzjVv6iL5nSKmgfCPUQoAvoTo8Cq5sLAFTjz9TsNxTfW,6D7fgzpPZXtDB6Zqg3xRwfbohzerbytB2U5pFchnVuzw,outbound,USDC,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,2730.1,2730.03
Transfered,2022-03-23 09:50:35.000,3QPjn1uz1coMy8HrJZNSkLEdPrbR3vo4aREXGxXU95WnUP7qbL9kvFAjS9AjgYDkhmBQ96texW4PmSfArvbZohhf,6D7fgzpPZXtDB6Zqg3xRwfbohzerbytB2U5pFchnVuzw,outbound,USDC,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,101.61,101.61
Transfered,2022-03-23 09:12:30.000,5jEzAhGnWBx5QPp6E1NPKbdRdE2J5k1C8sxPqPJ6agNa36VWgVbXBBkcuqfWfowf3auFDVKuoFLRt5uqTZU2MYRk,6D7fgzpPZXtDB6Zqg3xRwfbohzerbytB2U5pFchnVuzw,outbound,USDC,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,1688.19,1688.14
Transfered,2022-03-23 09:42:37.000,HbdHVjq7HttA3KKZyCGQmvZZAoD7iapFBGvm3db8ibJP6GLHbboVQyxorRmiRHjHRk92bMoi6c7BkLwcQS3wUSi,6D7fgzpPZXtDB6Zqg3xRwfbohzerbytB2U5pFchnVuzw,outbound,USDC,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,156.83,156.83
Transfered,2022-03-23 11:42:39.000,3dcerYMyN9ixfrw18MReBjgMfVapQC42ygSY2TXoakYgoUxa4SDStNHiRNZgpm8GMx2WSyRcP8gzYeRz6kaa8fHE,6D7fgzpPZXtDB6Zqg3xRwfbohzerbytB2U5pFchnVuzw,outbound,USDC,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,149.11,149.11
Transfered,2022-03-23 09:10:14.000,5erzzd9zM9t36cmYT7mDoQ7xuAPMdAKghUpWjiFed8Bc4Jg7NGmsH1jJWxcHZ8d3UPd1uJsAYQFeoT5uDjcvB9xq,6D7fgzpPZXtDB6Zqg3xRwfbohzerbytB2U5pFchnVuzw,outbound,USDC,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,5214.22,5214.08
Transfered,2022-03-23 11:23:33.000,5k6jyinvUBgQ2Hyfj1apk39fmjmMivqx8Xn57teJzdpb8YqcQX1bgevFWAQp9QEekFKMhv1pS4kEUYePuQ2WHXmj,6D7fgzpPZXtDB6Zqg3xRwfbohzerbytB2U5pFchnVuzw,outbound,USDC,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,22633.8,22633.17
Transfered,2022-03-23 10:18:56.000,63PLJaEw4cgv96Ysvuaaic63EKtED164eXymVX35LF3efaqNPo8o3gzANR7ATTaKMdbsK11UbHsRt4oZKDSTfU5e,6D7fgzpPZXtDB6Zqg3xRwfbohzerbytB2U5pFchnVuzw,outbound,USDC,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,3360.57,3360.48
Transfered,2022-03-23 10:44:26.000,4u55XGXboHZ2Lq4c931G7vJSCJEraoX1fueTs6sz6ceYfpYDKvYLCnMJnKRtr76TETzBjh3npRQbGJWVRkuJ9Nj3,6D7fgzpPZXtDB6Zqg3xRwfbohzerbytB2U5pFchnVuzw,outbound,USDC,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,298.42,298.42
Transfered,2022-03-23 09:48:48.000,2ewKP3mXVi7aGo7PxifuG6uzCQF9ywWdhmHo8SpF2PpTV6ULCmGTcXN5VgKBdrCBUeZSyypwcrU4e3m3ZZbXPqfR,6D7fgzpPZXtDB6Zqg3xRwfbohzerbytB2U5pFchnVuzw,outbound,USDC,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,104.8,104.79
Transfered,2022-03-23 10:32:08.000,3YoVHL5hHuHCYCoWSkb3vDtLw7EzFCHKaV5aWAn4xMcevgZngtJiJKPmbYZHpPX7K4jABMfzGxejWY2fthJ9VN5h,6D7fgzpPZXtDB6Zqg3xRwfbohzerbytB2U5pFchnVuzw,outbound,USDC,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,1749.35,1749.3
Transfered,2022-03-23 09:51:20.000,3miTwXtbpDQf1c7CmLAZ6XyNrLXdozbxJ6YU6vy5Lt2GJLneXQ9s1NRDhHu97cDyNF3KRE1ujjaUzzhc4WQV15on,6D7fgzpPZXtDB6Zqg3xRwfbohzerbytB2U5pFchnVuzw,outbound,USDC,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,100,100
Transfered,2022-03-23 08:50:22.000,25BjMsxo2DazepN88z2nZofJEorkoHWcR63gVHEj8NFXoSRaEHfFh3ienh4jxGDMfuY5iTJxxARus5NaUbFv9dov,6D7fgzpPZXtDB6Zqg3xRwfbohzerbytB2U5pFchnVuzw,outbound,USDC,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,2100000,2099941.52
Transfered,2022-03-23 10:00:35.000,55pN58vY6nMQMsxRcPwDNj15grVHMGv1fFceRyFsTrxuCHPq5WtVJfByyezzBdpsFaeRoR18xVkfHVne5FCmZxhR,6D7fgzpPZXtDB6Zqg3xRwfbohzerbytB2U5pFchnVuzw,outbound,USDC,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,12839.99,12839.64
Transfered,2022-03-23 10:17:25.000,3p5pyFCj8WVufZtqQBmTvWf6T15yzPPmxWq6iXMucX2dUAvu3pcQRPFm8t5JuEpQPfLiog1NVwNc3sSA3YHAjrhs,6D7fgzpPZXtDB6Zqg3xRwfbohzerbytB2U5pFchnVuzw,outbound,USDC,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,4604.43,4604.31
Transfered,2022-03-23 10:53:08.000,62S9kCLsmzzYaowSvAiyhQJ1cCwzghWe3kGoTZ7etTaAZiMbQccLZMBDfF9Q7CgTQ6BoBFpBdm4HtUPxxtxSD89i,6D7fgzpPZXtDB6Zqg3xRwfbohzerbytB2U5pFchnVuzw,outbound,USDC,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,126.08,126.07
Transfered,2022-03-23 10:49:19.000,5UjKg7BUvHjc4hSCU73wXcEeTDViQG7fBbFysCzDEtLfpsYYDBBEDEZhN7653xZKh2FnsjySEoLwUW6hZqF7Xm14,6D7fgzpPZXtDB6Zqg3xRwfbohzerbytB2U5pFchnVuzw,outbound,USDC,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,192.02,192.01
Transfered,2022-03-23 09:59:11.000,5U9hhP9mbUJLH97H1EtH5fpQjxQoThGkqzzLwAmUNgY4SpDfgEmqUvAiR6hanwJrC9E8naZDJUXPfCGKPnUEAt7m,6D7fgzpPZXtDB6Zqg3xRwfbohzerbytB2U5pFchnVuzw,outbound,USDC,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,17284.34,17283.86
Transfered,2022-03-23 10:52:39.000,4JiWMCy27fFeVM5SVWtmfB6LtwMeghHb2g3h7znGgpGcRgo8atckPphG5iohduL3RteUfN3zGZgEqoyfCdHYpvfx,6D7fgzpPZXtDB6Zqg3xRwfbohzerbytB2U5pFchnVuzw,outbound,USDC,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,131.88,131.87
Transfered,2022-03-23 11:09:01.000,WnEDUrV3wB98aC2auDqa9RkWX6HXRMRgVXr1kkJGLmtpuMsW5RqiZ2KxPoeHfFEFBp6LKCCetZzUy4CPFqc86sy,6D7fgzpPZXtDB6Zqg3xRwfbohzerbytB2U5pFchnVuzw,outbound,USDC,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,104.85,104.85
Transfered,2022-03-23 10:54:20.000,5N6V5BYjx9Za6wJDk6Gujcymmam1h4sHccFnz5kgoddkvao5oCPf3PEPF8xzGeHc6tHn7fUwVEtTy3arPjgyxV1c,6D7fgzpPZXtDB6Zqg3xRwfbohzerbytB2U5pFchnVuzw,outbound,USDC,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,119.02,119.01
Transfered,2022-03-23 09:37:57.000,3iqwgsVSU9VBkb9zNLFyPwXQkguRCmqJaMetTUwi6XvLJco3xTohEMmUkC1uxX5XZCS9VSWqqiFJQysKDdUbVJUd,6D7fgzpPZXtDB6Zqg3xRwfbohzerbytB2U5pFchnVuzw,outbound,USDC,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,347.77,347.76
Transfered,2022-03-23 10:40:58.000,3eESZbfWHK6K64naiz343VsNPSTdCm4Tt2KudVKySBkhob2dxrdgivxTKGaMm6oupjTQKpDfpAanEwJ5rWu8uB4d,6D7fgzpPZXtDB6Zqg3xRwfbohzerbytB2U5pFchnVuzw,outbound,USDC,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,513,512.99
Transfered,2022-03-23 10:46:39.000,64YCtiHds3fbZQbx4aorSjYSiczkpLYyYtk3gyRCfZpM8TM6fhoG3X7JQyNj4nnFK21WpjsTFYMeBasU6HVe6Vgn,6D7fgzpPZXtDB6Zqg3xRwfbohzerbytB2U5pFchnVuzw,outbound,USDC,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,203.14,203.14
Transfered,2022-03-23 11:38:32.000,92Lgjgoh5BmVWrmZLBFtAEPg9V1hy2NXXTceekqmjYdzXUugJ4hpgPMPYszXtDUg4kxt9zSXrTCiE9ib5ovEAHA,6D7fgzpPZXtDB6Zqg3xRwfbohzerbytB2U5pFchnVuzw,outbound,USDC,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,557.35,557.34
Transfered,2022-03-23 09:48:04.000,2uecTQwj1JUzzgLkEjSS8bFXJwS4vfC893fYKWtLNxLUxNT4rt6r262icEYhJc8Bg4i6svoyxeijA78x8QqMTtFZ,6D7fgzpPZXtDB6Zqg3xRwfbohzerbytB2U5pFchnVuzw,outbound,USDC,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,105.74,105.74
Transfered,2022-03-23 11:34:06.000,3SHgpY2AGM9yqUBVXashbeR7st9hwcb3GADwgD57qva4YWBFLa9TcKSjd7wQxBxVeumB7MktmKK8Pn3LGwz3YrxK,6D7fgzpPZXtDB6Zqg3xRwfbohzerbytB2U5pFchnVuzw,outbound,USDC,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,1586.45,1586.41
Transfered,2022-03-23 10:48:43.000,27kSbXDSNcvDaBob6mbXAdNjcFRQHq24fZXFN35RHEqB2niQ1icthJiczyyafcPu3a6rGRmC24FQkrnXBJXtfYRN,6D7fgzpPZXtDB6Zqg3xRwfbohzerbytB2U5pFchnVuzw,outbound,USDC,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,199.15,199.14
Transfered,2022-03-23 11:33:16.000,52cgZEBgFV5CAo9aBUz95UuBSvvsqCqtp9VNx8uBcA9TcwESwaT8ax8XtGCS2ebJdn6c2KqcTz22P3zYf37eDK1M,6D7fgzpPZXtDB6Zqg3xRwfbohzerbytB2U5pFchnVuzw,outbound,USDC,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,1991.6,1991.54
Transfered,2022-03-23 10:43:02.000,47kXRd6FDjK3Xpd6mAneLwTqFSfbJCh1bRovF5gvkuyQ36gKqmVv5VxUstM2hH4D7b7y8FGFiCCVPyb6VTJo55DS,6D7fgzpPZXtDB6Zqg3xRwfbohzerbytB2U5pFchnVuzw,outbound,USDC,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,398.66,398.64
Transfered,2022-03-23 09:58:44.000,1vhUJR1ZR8KWcxvHGC2G8pa7Pq6mGx19cCUmzQGr8VSXfPqMzmpRZoDNEXRM8LUTeusZ8UtDfTjJXHQ3EwGaWbd,6D7fgzpPZXtDB6Zqg3xRwfbohzerbytB2U5pFchnVuzw,outbound,USDC,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,19495.99,19495.45
Transfered,2022-03-23 09:34:03.000,57e9695Q5EDTD6Hr2L4rtH3Xp2nus8mPEMkvTG5iJui2F4efFVgYazRjTnStAxrXyf1SZZCWsnFnQtVa5p6Hex3o,6D7fgzpPZXtDB6Zqg3xRwfbohzerbytB2U5pFchnVuzw,outbound,USDC,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,398.84,398.83
Transfered,2022-03-23 08:50:22.000,25BjMsxo2DazepN88z2nZofJEorkoHWcR63gVHEj8NFXoSRaEHfFh3ienh4jxGDMfuY5iTJxxARus5NaUbFv9dov,6D7fgzpPZXtDB6Zqg3xRwfbohzerbytB2U5pFchnVuzw,outbound,USDC,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,18900000,18899473.71
Transfered,2022-03-23 11:41:22.000,4DhRpu6r2mqdw1E4P7hsQm4bWbyBAedp7PjTpSytSsXGiq3tSoTbUntkVGWrBUXztwXZXT8846uB4VSG2cqjBewg,6D7fgzpPZXtDB6Zqg3xRwfbohzerbytB2U5pFchnVuzw,outbound,USDC,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,233.15,233.15
Transfered,2022-03-23 08:36:25.000,WTrvHgxuaK3g9PZ6sF66dZmJ1PZMVfDFZ3XvrcBvgeppfSA5xJdDrd64WpaY4dk4PCxpZDmAirrUhEdbN61X1Nq,6D7fgzpPZXtDB6Zqg3xRwfbohzerbytB2U5pFchnVuzw,inbound,USDC,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,5500299.79,5500146.62
Transfered,2022-03-23 09:39:48.000,3pBsyobE8FhfJsv1y9aQm8Bxs281Bp39wbECELHDsUFcNxBsiYg9bkWdoLq7mDHm1TBdwQhkmA1d3k2i2yUUQ9QD,6D7fgzpPZXtDB6Zqg3xRwfbohzerbytB2U5pFchnVuzw,outbound,USDC,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,253.85,253.85
Transfered,2022-03-23 11:06:19.000,4EyM4sNdG97uyjyAhaivn3MaSUAXrhE7e4yfmH6yyAab3PnmmUcUp2g45Jdk7c2SSpHaTnnGgF1mwoZG6qpLdj7U,6D7fgzpPZXtDB6Zqg3xRwfbohzerbytB2U5pFchnVuzw,outbound,USDC,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,117.75,117.75
Transfered,2022-03-23 09:44:08.000,ZcpEwh5qR7YMQRLUgjmZ7TdfHxs5FDp69sPHSnRHcr112hfkiw5EPAHmsd7SCouPHKKmJ9bKZcbJmAAZFbjG9hV,6D7fgzpPZXtDB6Zqg3xRwfbohzerbytB2U5pFchnVuzw,outbound,USDC,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,114.98,114.98
Transfered,2022-03-23 11:43:04.000,eWygc1goXRwzeD41FfRjNmwiK7KnDRifouKDPZKzMMEyDEjCHzzQP3x2MXV9uPVZSzCBgsTD1bjvJpfq87RYDGT,6D7fgzpPZXtDB6Zqg3xRwfbohzerbytB2U5pFchnVuzw,outbound,USDC,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,113.49,113.48
Transfered,2022-03-23 09:44:17.000,4tva4utu6jZ57DkbEqEx4TxbeiKWphaQhPGz4FZuVdxtubZhZq9U4ZvPN1A31C3J8VLhzmTLvzYKuQ8TZsN8wGnw,6D7fgzpPZXtDB6Zqg3xRwfbohzerbytB2U5pFchnVuzw,outbound,USDC,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,112,112
Transfered,2022-03-23 07:24:32.000,3MgDweAEAibnU3B34hvMw2bXWq8yJiN8QEaPLaCd45bfXb28kYMSoAb74HLPZdYznqx3nveFwZEAAV4AuqdcpbQ2,6D7fgzpPZXtDB6Zqg3xRwfbohzerbytB2U5pFchnVuzw,inbound,USDC,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,8.99,8.99
Transfered,2022-03-23 10:53:38.000,yCwW9tc8q9Loa1Ro9drEqMUvXWjvuA7yJTEzJfaaZpNhyxoJJ3cMRQ7TckunzT47ckSMLBqxTySay21MBsvDfDB,6D7fgzpPZXtDB6Zqg3xRwfbohzerbytB2U5pFchnVuzw,outbound,USDC,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,122.83,122.83
Transfered,2022-03-23 11:50:55.000,3AWWgPV7z5pnV4oi1gNhepkoQEmazVJnUifU9e5hh4KpTKQLoyvFZfMLZ4ALYD39RUHaKnxwixaAoQZVjBmBQJZp,6D7fgzpPZXtDB6Zqg3xRwfbohzerbytB2U5pFchnVuzw,outbound,USDC,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,459713.03,459700.22
Transfered,2022-03-23 08:21:25.000,pjUgAeUfWaSSJuw2Cq1cQ9gHNWs8jkxJMtHqVAMuwhg3Uk9LN9Y2obfwt6Qm8bztg56xidWBMytzmqyWzvbsrwH,6D7fgzpPZXtDB6Zqg3xRwfbohzerbytB2U5pFchnVuzw,inbound,USDC,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,16405366.67,16404909.84
Transfered,2022-03-23 11:39:12.000,5MSJqJHwePSXVo6vRpddu7HMBrmaQRVwfqavGaAXrx6HLwtrLAYzLfupdmj5kixA8pNL2wFhBwLUNiBnqvBwcENM,6D7fgzpPZXtDB6Zqg3xRwfbohzerbytB2U5pFchnVuzw,outbound,USDC,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,497.78,497.77
Transfered,2022-03-23 10:46:21.000,3HK9kDPLpkSRnTKs7p67SLppCZZBPS5Zgo5rtve9Yuk6XaFc8xL1ujfUCKu9giCaB9yqWktnjNzXVxhnH4DXSffJ,6D7fgzpPZXtDB6Zqg3xRwfbohzerbytB2U5pFchnVuzw,outbound,USDC,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,204.71,204.7
Transfered,2022-03-23 09:58:55.000,2qNRLueGoHRmDkhDNDgJsxdjhTV4oVUhRm1bdaUEAnHj6LUJG3Bo5Bxi5W35AsyBiqK4BZwsrUSaFno82gb5hcr9,6D7fgzpPZXtDB6Zqg3xRwfbohzerbytB2U5pFchnVuzw,outbound,USDC,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,19300.44,19299.91
Transfered,2022-03-23 10:41:52.000,N42CfSC3E81jb7X49gcVhS56TUABo6E32ikmekqu8h86v3CFvFS64NQAzexxvVEcpJhfq1BLVGiFkwDyUDgvMnH,6D7fgzpPZXtDB6Zqg3xRwfbohzerbytB2U5pFchnVuzw,outbound,USDC,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,438.75,438.74
Transfered,2022-03-23 09:48:21.000,3BsdbCHm8RnMrgjBR41vQyoQRPqD1ZTBCvJP8F43EQA3ybrrht2TFomM6RixDCmrBoBP5vEUwCNUjKjVc1vEwQXV,6D7fgzpPZXtDB6Zqg3xRwfbohzerbytB2U5pFchnVuzw,outbound,USDC,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,105.09,105.08
Transfered,2022-03-23 11:43:49.000,55z7a16CfrWDJkCfn4U4nSP6qhhnMLFhPxU8hnSjLqNfwb72XbP5Dtraaiwv4Ec3c843o5F4nTUGQjF6N5yLhHuQ,6D7fgzpPZXtDB6Zqg3xRwfbohzerbytB2U5pFchnVuzw,outbound,USDC,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,100,100
Transfered,2022-03-23 09:12:37.000,2jsXy7XK2awpebuENHeK4uyqjZQScZYuqTjY4fqLFkPTXL5DVXu21XPGT84n6N74y4EQdDBhamxuzuT6fUtA4C4i,6D7fgzpPZXtDB6Zqg3xRwfbohzerbytB2U5pFchnVuzw,outbound,USDC,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,1662.24,1662.2
Transfered,2022-03-23 11:06:56.000,3Ss3pUkL2JLzbNuoxEV1zpH2LzbWvC8PhdasuNtYbtVYdbZCHkMqb8XwxuGRMwCsjmLpPf8b2b4AMWceeyaZ7WT1,6D7fgzpPZXtDB6Zqg3xRwfbohzerbytB2U5pFchnVuzw,outbound,USDC,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,117.31,117.31
Transfered,2022-03-23 09:46:38.000,zDQseTbtwoQkvgzSwskwHuTQB43hsay1LH2bfRLpHT7zuwewk7XQ7QLtuQH1M5dLN2jS3bYBRPwzW2mPE9pPnmV,6D7fgzpPZXtDB6Zqg3xRwfbohzerbytB2U5pFchnVuzw,outbound,USDC,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,106,106
Transfered,2022-03-23 10:39:41.000,54tQSpbBKD2mbFyBZu9XKoZpw4inHUGtoikad4wRwnKznJSNcoVvNmGU9YjA7vRVyCip1uZW2CqSFSQKpjc4Hvgn,6D7fgzpPZXtDB6Zqg3xRwfbohzerbytB2U5pFchnVuzw,outbound,USDC,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,659.7,659.68
Transfered,2022-03-23 10:48:01.000,ZB4iZpLBsTZ7xUCJ43xdN5wshAQ4orYdWyd9VjYKYzQz3Szsh8UfW4fyWcWZc8Yt9gaUmWW91ZkNyMg9jTYf594,6D7fgzpPZXtDB6Zqg3xRwfbohzerbytB2U5pFchnVuzw,outbound,USDC,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,199.52,199.51
Transfered,2022-03-23 10:30:13.000,3EjHhCgxFoGJNpqM4CaekLty5FuKZGe91mB22B7yRoaCg77v8zJRuqnrxazfecXXCRJZZXnVTfgxnRwhxjQwYDDA,6D7fgzpPZXtDB6Zqg3xRwfbohzerbytB2U5pFchnVuzw,outbound,USDC,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,2326.51,2326.45
Transfered,2022-03-23 10:45:45.000,4MJEVuaYQL6GBm53Z8vhmt8iMwARP6Yggd5KWDYojqjz39EXRg4r1yn1jdvAVQxeJDTf8Ee7CnhyhnfcHQNdht3C,6D7fgzpPZXtDB6Zqg3xRwfbohzerbytB2U5pFchnVuzw,outbound,USDC,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,212.07,212.07
Transfered,2022-03-23 11:06:32.000,232P3PsxcBwwt6mmq3DR3N8xFU6CmRQ8mhZZaiuSnVvakxdKxHVvxkQBAW2C82U8GSbVRgunsUPZA3fXBnGWR1kL,6D7fgzpPZXtDB6Zqg3xRwfbohzerbytB2U5pFchnVuzw,outbound,USDC,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,117.46,117.45
Transfered,2022-03-23 09:08:59.000,2rTxn8vws63CeXanQHx9rj7nEfdREMm771LbSawcuB6iog56wXgg4nSbSDrbHhNqSni7vXjpkmQXc7sSHVbHK9DT,6D7fgzpPZXtDB6Zqg3xRwfbohzerbytB2U5pFchnVuzw,outbound,USDC,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,27221.47,27220.71
Transfered,2022-03-23 09:44:42.000,2Z5MZP2gQiR3tbMkMHScoxRWqzJoMH4YZinzo2qhbgdhSRwUW9sMpB4qNfuB9s2Gjeip6qhNaqbuGj8tgvc7Bg12,6D7fgzpPZXtDB6Zqg3xRwfbohzerbytB2U5pFchnVuzw,outbound,USDC,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,109.99,109.99
Transfered,2022-03-23 11:31:33.000,5XLvddYP8TsetqH8ejDaiqHKhsW8uByJoWurBFYdSRBjCY26gHn9xa2VyVokVQ5m5y5jNMzCEwmsbRQHsjxTXskH,6D7fgzpPZXtDB6Zqg3xRwfbohzerbytB2U5pFchnVuzw,outbound,USDC,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,2791.77,2791.69
Transfered,2022-03-23 10:41:25.000,3goJNHxURGr98NoSyGLZo5WVmDSnGoTL32UeFkr95h8TkK2Fs3SfB1XPpcoqPchWUunvL9eaFJSWW2tnRjLD8mMP,6D7fgzpPZXtDB6Zqg3xRwfbohzerbytB2U5pFchnVuzw,outbound,USDC,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,499.13,499.12
Transfered,2022-03-23 10:37:54.000,4P2Q5gC38m5eSDrxnSR9oZrHoSVH6YcPCBtaRtiFiDSx72aSjBPrgtQkpqyw5jDHByfo4nMbiHBFEwY38SqmvBbe,6D7fgzpPZXtDB6Zqg3xRwfbohzerbytB2U5pFchnVuzw,outbound,USDC,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,1018.47,1018.44
Transfered,2022-03-23 09:41:20.000,5xNernJuGEKN8miCy99HczzZt9vQdd2eLiSB7kUQTeeSpqZQRcKSDzXMtx8nRwj5YeNyd924k5nLHtjWiFLNugn4,6D7fgzpPZXtDB6Zqg3xRwfbohzerbytB2U5pFchnVuzw,outbound,USDC,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,199.92,199.91
