TIME_GAP,NARRATION,EVENT,BLOCK_TIMESTAMP,TX_ID,EXPLOITER,ROUTE,SYMBOL,AMOUNT,AMOUNT_USD
0,Exploiter Transfered 434.28USDC to 5APMwDKh2FUVEjEQmaKocJVfVSA6X6j98YaA6BMeUJVM worth 434.27USD 0 minutes later,Transfered,2022-03-23 09:33:35.000,5eBWgdgsAiNNyqje1hJ6AJ8ZzXtg4CJoDaEv7yfPgMf9aiTvYZoi8AzBPkwf3JpdhGzvjuNDbs52mA7G6conVx5r,6D7fgzpPZXtDB6Zqg3xRwfbohzerbytB2U5pFchnVuzw,to 5APMwDKh2FUVEjEQmaKocJVfVSA6X6j98YaA6BMeUJVM,USDC,434.28,434.27
0,Exploiter Transfered 424.1USDC to De7WGktZeq9h6yM2NFVQxfby62Xjc7fTY6yAerFh6DcK worth 424.09USD 0 minutes later,Transfered,2022-03-23 09:33:43.000,LtLAbRY4aHqTUT5Pausdx23iMUFiiEsrBm4xnmJg87Ntg2ZrfDqPuri1JSHWHUfhKh6a4aXBP25LyyKx6Qna6Q4,6D7fgzpPZXtDB6Zqg3xRwfbohzerbytB2U5pFchnVuzw,to De7WGktZeq9h6yM2NFVQxfby62Xjc7fTY6yAerFh6DcK,USDC,424.1,424.09
0,Exploiter Transfered 414.17USDC to GqLAF3AviGW5qaCM3vasBSb9HvqXJbshoA55bqWYuQ2Z worth 414.16USD 0 minutes later,Transfered,2022-03-23 09:33:52.000,4Wu4bD9cpxv58Kei5EKeLrJ54BkzYfisy31xzaaiM99nA32FzXrHr8MfnS3Wzaqce7dEpvxvZ4TfMXthNS5Pj37x,6D7fgzpPZXtDB6Zqg3xRwfbohzerbytB2U5pFchnVuzw,to GqLAF3AviGW5qaCM3vasBSb9HvqXJbshoA55bqWYuQ2Z,USDC,414.17,414.16
1,Exploiter Transfered 398.84USDC to EHRtMnnTkFg1szXQwDtLXbubuYhBt6GF6n8bHtZbxHLe worth 398.83USD 1 minutes later,Transfered,2022-03-23 09:34:03.000,57e9695Q5EDTD6Hr2L4rtH3Xp2nus8mPEMkvTG5iJui2F4efFVgYazRjTnStAxrXyf1SZZCWsnFnQtVa5p6Hex3o,6D7fgzpPZXtDB6Zqg3xRwfbohzerbytB2U5pFchnVuzw,to EHRtMnnTkFg1szXQwDtLXbubuYhBt6GF6n8bHtZbxHLe,USDC,398.84,398.83
0,Exploiter Transfered 383.83USDC to Bk6J2iYNVNPx8BBbc5ZKLBLb4xRWoVgkJNtMvMsnhQB1 worth 383.82USD 0 minutes later,Transfered,2022-03-23 09:34:10.000,V1Z15ZyzYV8fyr2h84JiLGuKeVNSZY9EmSK3nBhQ5DfSSNG11eW8Vi1PCHQhgptG4r9JngSBeTGbEcGVHTSUosx,6D7fgzpPZXtDB6Zqg3xRwfbohzerbytB2U5pFchnVuzw,to Bk6J2iYNVNPx8BBbc5ZKLBLb4xRWoVgkJNtMvMsnhQB1,USDC,383.83,383.82
3,Exploiter Transfered 381.06USDC to 2XxQq2jvDSpK27QTZfmrsURzd4XLuTuEqVG7kiTNntt4 worth 381.05USD 3 minutes later,Transfered,2022-03-23 09:37:29.000,4o4SG1r4icPyiW7vAM7cdcMH3oQuXZnJGrGbrh3Dy3d6Qxcy4SJnX2hzmZhEgnPNHHY9QPmqUM2Aak7gTFLLGEQN,6D7fgzpPZXtDB6Zqg3xRwfbohzerbytB2U5pFchnVuzw,to 2XxQq2jvDSpK27QTZfmrsURzd4XLuTuEqVG7kiTNntt4,USDC,381.06,381.05
0,Exploiter Transfered 368.81USDC to ApQdTRvimCVC1PZAXdLnWPPzYWb1tjU864Y5gyvV628i worth 368.8USD 0 minutes later,Transfered,2022-03-23 09:37:40.000,3HAn3Li3wKss4zLkVvgpoJvCNSEGAMmfe94ZzoR4AJ1WndDA41E9UTRv28jyVW3YhY9tNNqqrEEtSyuwh1wCp6t3,6D7fgzpPZXtDB6Zqg3xRwfbohzerbytB2U5pFchnVuzw,to ApQdTRvimCVC1PZAXdLnWPPzYWb1tjU864Y5gyvV628i,USDC,368.81,368.8
0,Exploiter Transfered 357.67USDC to 8ZmEX7BEeouLiEEeckjLPkK2KjEPf2kCgiRrBr4qx4cL worth 357.66USD 0 minutes later,Transfered,2022-03-23 09:37:48.000,5esZYeWYpjJx2DNr65LMZtnrSucnEVGVTfDthqicgbUNCV7kVH5Sc79LcHQHVhsWd64zjrRpattA1bnn4vPemyZr,6D7fgzpPZXtDB6Zqg3xRwfbohzerbytB2U5pFchnVuzw,to 8ZmEX7BEeouLiEEeckjLPkK2KjEPf2kCgiRrBr4qx4cL,USDC,357.67,357.66
0,Exploiter Transfered 347.77USDC to D6LQ6iUUU5eWD5PX626G3GHBYp6GYwSPszNi2RhNVtR4 worth 347.76USD 0 minutes later,Transfered,2022-03-23 09:37:57.000,3iqwgsVSU9VBkb9zNLFyPwXQkguRCmqJaMetTUwi6XvLJco3xTohEMmUkC1uxX5XZCS9VSWqqiFJQysKDdUbVJUd,6D7fgzpPZXtDB6Zqg3xRwfbohzerbytB2U5pFchnVuzw,to D6LQ6iUUU5eWD5PX626G3GHBYp6GYwSPszNi2RhNVtR4,USDC,347.77,347.76
1,Exploiter Transfered 336.08USDC to E7KASMQYEkLDr9U9F7brqF3LyWYvQ8ZuQK7Ma1UQyNFb worth 336.07USD 1 minutes later,Transfered,2022-03-23 09:38:04.000,23atnhcQPwGUQ7A3cCZy2xmc6PH4dbZzAyAVwP9sGkySb9qw2mKrrXFh9GzsCxTr9DJmRXzpp8PtDZjjDKfdPgjJ,6D7fgzpPZXtDB6Zqg3xRwfbohzerbytB2U5pFchnVuzw,to E7KASMQYEkLDr9U9F7brqF3LyWYvQ8ZuQK7Ma1UQyNFb,USDC,336.08,336.07
